Batch ID,Test Date,Material ,Supplier,Heat Treatment,Sample Thickness (mm),Hardness (HRC),Tensile Strength (MPa),Yield Strength (MPa),Elongation (%),Carbon Equiv (%),Test Temp (C),Cycles to Failure,Defect Count,Operator,Test Machine,Pass/Fail,Notes
B2022-00072,05/13/2022, Stainless304, Supplier A,Quenched & Tempered,15.77,25.4 HRC,714.1,588.8,45.5,0.481,16.0,,0.0,M. Chen,HT-4,Pass,
B2023-00602,15-Apr-2023,Aluminum 6061,Supplier C,Normalized,4.63,13.3,330.5,254.1,10.7,0.338,17.4,24203.0,1.0,J. Kim,HT-4,Pass,
B2023-00617,2023-08-07,Steel 4140,Supplier C,Quenched & Tempered,14.92,31.9,1064.9,919.8,16.9,0.303,27.5,26676.0,2.0,A. Silva,UTM-2,Pass,
B2023-01359,21-Aug-2023, Steel4140,Supplier C,Normalized,9.26,36.0,1034.3,876.6,14.6,0.392,20.0,,3.0,A. Silva,UTM-3,Pass,
B2022-01270,07/17/2022,Steel 4140,Supplier A,As-Received,15.92,32.1,995.8,847.9,20.1,0.352,24.6,,2.0,T. Nguyen,UTM-2,Pass,
B2022-00571,2022-04-11,Stainless 304,Supplier A,Normalized,15.0,23.9,649.7,560.7,41.6,0.272,18.7,,2.0,A. Silva,HT-4,Pass,
B2023-00863,02/20/2023,Aluminum 6061,Supplier D,Normalized,11.16,14.5,328.3,274.0,15.2,0.533,20.2,,1.0,R. Patel,UTM-1,Pass,
B2023-01201,02/22/2023,Stainless 304,Supplier C,Normalized,6.7,23.7,646.7,538.5,43.9,0.404,15.6,51774.0,0.0,A. Silva,HT-4,Pass,
B2024-00206,14-Jan-2024,Steel 4140,Supplier C,Annealed,22.63,33.2,926.3,752.3,19.9,0.295,24.9,,1.0,R. Patel,UTM-3,Pass,
B2024-01092,2024-02-24,Stainless 304,Supplier A,Annealed,4.39,22.9,591.9,457.5,41.4,0.393,16.7,,1.0,A. Silva,UTM-3,Pass,
B2022-01384,02/09/2022,Aluminum 6061,Supplier B,As-Received,8.18,16.5,234.0,197.9,12.4,0.26,22.3,,1.0,,UTM-2,Fail,
B2024-00354,2024-04-04,Copper C110,Supplier D,Annealed,5.41,9.5,224.0,200.9,36.1,0.416,22.7,28230.0,1.0,T. Nguyen,UTM-2,Pass,
B2023-01018,2023-01-29,Aluminum-6061,Supplier A,Annealed,3.19,9.6,289.2,250.5,16.3,0.327,27.7,10772.0,2.0,M. Chen,UTM-2,Pass,
B2023-00690,2023-05-07,Titanium Ti-6Al-4V,Supplier C,Annealed,5.37,35.6 hrc,978.6,763.7,8.4,0.407,27.3,,0.0,T. Nguyen,UTM-3,Pass,
B2023-01366,2023-05-27,Stainless 304,Supplier B,Annealed,5.48,21.5,448.9,,48.1,0.38,19.6,5302.0,3.0,J. Kim,UTM-1,Fail,
B2024-00247,04/22/2024,Aluminum 6061,Supplier C,Annealed,11.48,15.8,317.4,260.3,,0.468,22.4,10810.0,2.0,T. Nguyen,UTM-2,Pass,
B2022-00309,06-Mar-2022,Titanium Ti-6Al-4V,Supplier C,Annealed,14.74,39.0,786.1,641.1,13.3,0.371,147.5,,,A. Silva,HT-4,Fail,
B2024-00107,09-Jun-2024,Copper C110,Supplier_A,Quenched & Tempered,8.13,9.5,232.5,187.8,38.4,0.221,21.0,,1.0,T. Nguyen,UTM-2,Pass,
B2023-00165,14-Sep-2023,Titanium Ti-6Al-4V,Supplier A,As-Received,,37.5,1012.1,,5.3,0.355,26.0,,,J. Kim,UTM-1,Pass,
B2024-00093,04/08/2024,Stainless 304,Supplier C,Annealed,5.67,16.8 hrc,568.0,492.5,44.6,0.467,25.5,,6.0,A. Silva,UTM-2,Pass,
B2022-00049,2022-01-17,Stainless 304,Supplier A,Annealed,3.06,24.7,622.4,517.7,41.7,0.404,23.0,,3.0,A. Silva,UTM-2,Pass,
B2022-00075,2022-04-22,Copper C110,Supplier C,As-Received,4.19,9.0,231.0,188.7,34.1,0.459,15.8,74588.0,0.0,R. Patel,HT-4,Pass,
B2022-01114,2022-12-21,Stainless 304,Supplier D,Normalized,13.41,24.6,657.3,514.4,44.5,0.336,25.4,,1.0,R. Patel,UTM-1,Pass,
B2022-00068,25-Jul-2022,Titanium Ti-6Al-4V,Supplier B,Annealed,13.59,34.9,756.1,,17.5,0.282,19.0,,2.0,J. Kim,UTM-3,Fail,Surface porosity observed
B2022-01139,04/19/2022, TitaniumTi6Al4V,Supplier C,As-Received,11.35,35.6 hrc,884.6,730.6,8.7,0.293,21.7,35414.0,1.0,A. Silva,UTM-3,Pass,
B2023-00129,27-Nov-2023,Titanium Ti-6Al-4V,Supplier B,Quenched & Tempered,7.22,34.1,779.8,621.9,12.2,0.324,24.1,7024.0,0.0,J. Kim,UTM-1,Fail,
B2023-00789,12/28/2023,Aluminum 6061,supplier c,Quenched & Tempered,6.94,15.5HRC,361.8,277.3,14.6,0.423,27.1,,1.0,R. Patel,HT-4,Pass,
B2022-00424,30-Oct-2022,Titanium Ti-6Al-4V,Supplier A,Normalized,19.95,37.3,1045.3,858.2,10.0,0.436,,,2.0,T. Nguyen,UTM-1,Pass,
B2022-01123,2022-03-29,Steel 4140,Supplier B,Quenched & Tempered,11.8,28.0,810.3,707.0,18.6,0.38,22.2,,3.0,A. Silva,UTM-2,Fail,
B2023-00449,2023-05-26,Stainless 304,Supplier B,Annealed,7.59,22.5,500.4,375.9,43.2,0.394,16.5,23473.0,1.0,J. Kim,UTM-3,Fail,
B2022-01397,2022-12-27,Titanium Ti-6Al-4V,supplier a,As-Received,4.31,33.9,998.7,862.9,8.9,0.325,24.3,18821.0,1.0,J. Kim,UTM-2,Pass,
B2022-00956,19-Nov-2022,Steel 4140,Supplier A,Normalized,14.66,26.9,967.7,807.1,18.2,0.449,26.3,92253.0,1.0,T. Nguyen,HT-4,Pass,
B2024-00522,2024-03-29,Copper C110,Supplier C,Normalized,3.66,8.2,220.4,195.1,35.7,0.425,22.5,,1.0,M. Chen,UTM-2,Fail,
B2022-00348,10/13/2022,Aluminum 6061,Supplier A,Annealed,3.09,17.7 hrc,356.2,294.4,13.8,0.464,24.9,17878.0,2.0,R. Patel,UTM-2,Pass,Sample slipped in grips - discard?
B2023-00704,07/07/2023,Copper C110,supplier d,Quenched & Tempered,1.98,7.9,231.6,187.1,36.4,0.305,21.4,,1.0,A. Silva,UTM-3,Pass,
B2022-00844,18-Aug-2022,Stainless 304,Supplier C,Quenched & Tempered,4.69,21.8,666.4,539.5,,0.435,29.7,66284.0,,J. Kim,UTM-2,Pass,
B2022-01278,11-Jul-2022,Steel 4140,Supplier C,Annealed,11.02,32.2,907.5,759.0,22.5,0.301,30.5,7461.0,2.0,A. Silva,UTM-2,Pass,
B2022-01269,15-Dec-2022,Steel 4140,Supplier D,Normalized,11.44,30.1HRC,937.5,788.3,17.4,0.402,,15181.0,1.0,T. Nguyen,UTM-2,Pass,
B2024-00053,31-Mar-2024,Copper C110,Supplier C,Normalized,5.15,10.1HRC,213.8,167.1,33.1,0.23,,15714.0,2.0,M. Chen,UTM-2,Pass,
B2024-00003,05/15/2024,Titanium Ti-6Al-4V,Supplier B,As-Received,3.77,37.1 HRC,780.3,624.9,9.6,0.271,20.2,,2.0,M. Chen,UTM-1,Fail,
B2023-00489,2023-01-31,Copper C110,supplier b,Quenched & Tempered,9.7,9.1 hrc,178.9,153.9,38.6,0.283,23.1,,4.0,R. Patel,UTM-3,Pass,
B2024-00643,08-Apr-2024,Stainless 304,Supplier A,Normalized,5.14,17.6,558.5,472.1,44.5,0.284,24.2,,1.0,A. Silva,UTM-1,Pass,
B2022-01286,2022-01-31,TITANIUM TI-6AL-4V ,Supplier B,Annealed,13.95,32.1,616.1,467.3,17.4,0.263,23.6,,0.0,T. Nguyen,UTM-3,Fail,
B2023-00081,01/01/2024,Stainless 304,Supplier B,Annealed,3.4,20.2,394.9,328.0,47.5,0.265,22.6,,2.0,M. Chen,HT-4,Fail,
B2024-00033,03/12/2024,Aluminum 6061,Supplier_C,Quenched & Tempered,6.47,11.3,342.7,303.1,15.1,0.428,23.0,38962.0,2.0,A. Silva,UTM-2,Pass,
B2022-00753,08/23/2022,Stainless 304,Supplier A,Quenched & Tempered,9.79,19.4,669.9,557.7,41.3,0.314,23.3,,4.0,J. Kim,HT-4,Pass,
B2022-00162,2022-11-09,Titanium Ti-6Al-4V,Supplier A,Normalized,8.52,35.5,1020.8,,7.4,0.295,17.8,,0.0,A. Silva,UTM-2,Pass,
B2024-00586,2024-06-07,Steel 4140,Supplier A,Normalized,24.42,36.2,1086.2,835.0,16.2,0.369,21.0,,0.0,J. Kim,HT-4,Pass,
B2022-00703,21-Oct-2022,Aluminum 6061, Supplier A,Annealed,6.09,14.6,320.7,235.2,17.1,0.42,25.5,33105.0,3.0,T. Nguyen,UTM-3,Pass,
B2023-01319,07/14/2023,Aluminum 6061,Supplier B,As-Received,7.7,16.3,283.9,239.8,11.1,0.371,21.6,53340.0,0.0,R. Patel,UTM-2,Pass,
B2022-01134,2022-10-01,Copper C110,Supplier D,Annealed,2.36,6.8,208.0,184.1,34.0,0.365,27.1,,1.0,J. Kim,HT-4,Pass,
B2023-00291,18-Sep-2023,Titanium Ti-6Al-4V,Supplier A,Annealed,14.12,43.0,995.8,719.5,9.0,0.356,7.6,,0.0,T. Nguyen,UTM-2,Fail,
B2024-01388,07/06/2024,Steel 4140,Supplier C,Quenched & Tempered,14.76,26.9,991.6,773.1,17.9,0.367,19.4,16552.0,3.0,M. Chen,UTM-1,Pass,
B2024-00287,03/20/2024,Steel 4140,Supplier A,Quenched & Tempered,24.17,29.6,1045.8,855.2,15.1,0.432,26.4,,0.0,A. Silva,UTM-1,Pass,
B2023-00226,10-Aug-2023, Aluminum6061,Supplier A,Annealed,10.12,12.3,310.9,240.3,14.3,0.351,,,3.0,A. Silva,UTM-3,Pass,
B2022-01139,04/20/2022,Titanium Ti-6Al-4V,Supplier C,As-Received,14.41,37.1,1023.4,836.6,4.7,0.493,17.8,,1.0,M. Chen,HT-4,Pass,
B2023-01163,10/26/2023,titanium ti-6al-4v,Supplier C,Annealed,11.33,35.4,952.2,790.9,10.2,0.624,17.6,,1.0,M. Chen,HT-4,Pass,
B2022-00060,03/04/2022,Aluminum 6061,Supplier C,As-Received,2.0,11.0 hrc,274.2,233.7,13.5,0.278,18.7,,2.0,R. Patel,HT-4,Fail,Slight misalignment during test
B2023-01040,05/29/2023,Aluminum 6061,Supplier D,Normalized,11.88,13.6 hrc,251.5,197.5,,0.258,167.4,12421.0,0.0,T. Nguyen,UTM-1,Fail,
B2023-00887,06-Mar-2023,Steel 4140,supplier c,As-Received,11.81,36.1,971.5,719.8,19.2,0.452,21.7,,4.0,T. Nguyen,UTM-3,Pass,
B2022-00753,23-Aug-2022, Stainless304, Supplier A,Quenched & Tempered,13.7,22.8,674.1,564.4,41.9,0.431,18.6,21924.0,1.0,R. Patel,UTM-2,Pass,
B2023-00941,09/07/2023,Copper C110,Supplier D,Normalized,1.28,8.0,216.9,172.4,36.3,0.382,25.8,44098.0,0.0,R. Patel,HT-4,Pass,
B2024-01347,2024-02-16,Aluminum 6061,Supplier A,Quenched & Tempered,8.07,12.2,281.2,206.0,14.2,0.428,150.0,,0.0,M. Chen,UTM-1,Pass,
B2023-00587,06/06/2023,Copper C110,Supplier D,As-Received,3.84,7.8,230.0,188.6,39.7,0.452,20.8,,1.0,J. Kim,HT-4,Pass,
B2024-01116,2024-07-05,Copper C110,Supplier A,As-Received,9.03,9.6,245.9,192.7,35.7,0.417,25.1,,1.0,M. Chen,UTM-3,Pass,
B2022-01378,05/19/2022,Stainless 304,Supplier A,Annealed,14.57,22.3,588.6,470.7,45.1,0.252,22.9,51050.0,0.0,A. Silva,UTM-1,Fail,
B2023-00434,08/08/2023,Stainless 304,Supplier D,Normalized,10.66,23.1,619.9,523.4,42.7,0.234,16.7,,0.0,A. Silva,UTM-1,Pass,
B2023-00409,2023-02-09,Steel 4140,Supplier A,Quenched & Tempered,7.25,33.0,1076.5,,18.6,0.245,18.4,,0.0,R. Patel,UTM-2,Pass,
B2023-00224,07-Feb-2023,Steel-4140, Supplier B,Normalized,24.38,35.0,837.8,781.9,14.4,0.436,24.1,2463.0,5.0,A. Silva,HT-4,Fail,
B2024-00003,14-May-2024,Titanium Ti-6Al-4V,Supplier B,As-Received,12.4,35.9,769.6,587.5,10.3,0.342,24.5,4511.0,1.0,J. Kim,UTM-2,Fail,
B2023-01311,13-Aug-2023,Aluminum 6061,Supplier D,Quenched & Tempered,12.28,14.7 HRC,377.3,345.6,10.8,0.423,24.0,,0.0,J. Kim,UTM-3,Pass,
B2023-00640,25-Oct-2023,Titanium Ti-6Al-4V,Supplier D,As-Received,9.76,33.4,948.6,723.3,11.3,0.409,26.7,23032.0,1.0,J. Kim,HT-4,Pass,
B2023-01045,04/30/2023,Aluminum 6061,Supplier A,Quenched & Tempered,10.08,12.7,352.9,288.8,13.2,0.436,19.8,,1.0,J. Kim,UTM-3,Pass,
B2023-00535,2023-10-17,Steel 4140,Supplier C,As-Received,23.53,33.3HRC,1005.6,843.7,14.7,0.323,19.3,,0.0,R. Patel,UTM-1,Pass,
B2022-01380,18-Oct-2022,Steel 4140,Supplier C,As-Received,8.14,32.8,927.6,702.4,15.5,0.291,31.1,60293.0,0.0,M. Chen,UTM-1,Pass,
B2024-00774,07/10/2024,Steel 4140,Supplier A,Annealed,18.77,32.5,979.8,814.7,18.0,0.418,24.5,,0.0,T. Nguyen,UTM-3,Pass,
B2022-01263,2022-01-06,Steel 4140,Supplier D,Annealed,22.31,32.4 HRC,937.4,754.6,18.3,0.227,21.4,,0.0,,UTM-3,Pass,
B2023-00274,21-Oct-2023,Aluminum 6061, Supplier D,Annealed,7.16,16.1,329.5,,12.0,0.364,20.6,56161.0,0.0,R. Patel,UTM-1,Pass,
B2023-01160,31-Jan-2023,Copper C110,Supplier D,Annealed,4.11,10.6 hrc,244.5,189.8,37.6,0.439,26.6,27575.0,1.0,M. Chen,UTM-2,Pass,
B2024-00581,2024-01-09,Steel 4140,Supplier B,Annealed,11.69,32.6,655.2,533.5,23.6,0.284,24.9,,3.0,M. Chen,UTM-2,Fail,
B2023-00135,01/15/2023,Aluminum 6061,Supplier C,As-Received,3.51,16.4,349.5,273.6,16.1,0.326,23.3,7076.0,3.0,J. Kim,UTM-1,Pass,
B2023-00446,03-Mar-2023,Steel 4140,Supplier B,As-Received,17.13,30.1 HRC,698.9,560.6,29.0,0.311,24.9,,2.0,J. Kim,UTM-3,Fail,
B2022-00853,2022-01-15,Titanium Ti-6Al-4V,Supplier C,Normalized,3.97,39.1,1063.2,921.9,12.0,0.411,19.8,,1.0,T. Nguyen,UTM-2,Pass,
B2023-00664,04/20/2023,Stainless 304,Supplier C,Annealed,2.95,21.3,578.4,512.5,44.8,0.485,27.6,16051.0,2.0,T. Nguyen,UTM-1,Fail,
B2022-00162,10-Nov-2022,Titanium Ti-6Al-4V,Supplier A,Normalized,8.44,33.9HRC,948.5,832.5,12.5,0.252,18.2,47430.0,1.0,,UTM-2,Pass,
B2023-00949,2023-10-15,Titanium Ti-6Al-4V,Supplier C,Normalized,5.48,34.0 HRC,941.7,721.5,12.4,0.409,27.1,15668.0,,R. Patel,UTM-2,Pass,
B2024-00404,03/12/2024,Titanium Ti-6Al-4V,Supplier A,Normalized,9.88,36.2,1009.9,814.4,5.3,0.315,17.8,32632.0,0.0,M. Chen,UTM-3,Pass,
B2022-00672,2022-08-14,Copper C110,Supplier D,Annealed,7.63,9.0,219.3,179.5,36.4,0.322,22.1,,1.0,R. Patel,UTM-3,Pass,
B2022-00476,2022-09-10,Aluminum 6061,Supplier C,Normalized,7.24,11.8HRC,304.0,239.8,11.5,0.409,26.6,,1.0,R. Patel,UTM-1,Fail,"Cold room, verify temp log"
B2023-00548,2023-06-29,Steel 4140,Supplier D,Quenched & Tempered,18.59,33.6,1047.3,877.6,15.1,0.166,18.1,43550.0,2.0,T. Nguyen,UTM-1,Pass,
B2022-01369,2022-10-25,Stainless 304,Supplier C,Normalized,5.72,20.4 HRC,607.6,440.5,47.1,0.348,22.1,14497.0,1.0,R. Patel,UTM-3,Pass,
B2022-00703,10/19/2022,Aluminum 6061,Supplier A,Annealed,7.39,15.4,333.5,295.7,15.2,0.46,19.6,,0.0,T. Nguyen,UTM-3,Pass,
B2024-00618,08/05/2024,Steel 4140,Supplier A,Quenched & Tempered,9.52,29.9HRC,1033.8,869.7,,0.355,22.1,,2.0,A. Silva,UTM-3,Pass,
B2022-00188,30-May-2022,Copper C110,SUPPLIER C ,As-Received,1.15,10.9,228.4,182.3,,0.316,23.7,36070.0,1.0,R. Patel,UTM-1,Pass,
B2023-00875,06/19/2023,Stainless 304,Supplier D,Annealed,4.36,20.0,574.1,484.2,40.3,0.32,22.7,,0.0,T. Nguyen,UTM-2,Pass,
B2022-01262,22-Jun-2022, Aluminum6061,Supplier D,Normalized,14.86,14.6,314.6,243.2,15.7,0.346,29.5,30169.0,1.0,A. Silva,HT-4,Pass,
B2023-00488,09/29/2023,Copper C110,Supplier C,As-Received,6.01,7.7HRC,214.5,186.6,36.8,0.359,21.6,11124.0,3.0,J. Kim,UTM-3,Pass,
B2024-00354,03-Apr-2024, CopperC110,Supplier D,Annealed,8.86,9.3,217.2,186.9,34.6,0.21,26.3,,4.0,,UTM-2,Fail,
B2022-00620,03-May-2022,Stainless 304,Supplier B,As-Received,2.44,23.4 HRC,517.6,388.1,45.9,0.39,21.0,,2.0,R. Patel,UTM-2,Fail,
B2022-01294,2022-04-01,Copper C110,Supplier A,Annealed,6.32,11.1,247.2,186.1,38.1,0.415,26.2,,0.0,R. Patel,HT-4,Pass,Sample slipped in grips - discard?
B2022-00984,07/30/2022,Copper C110,SUPPLIER D ,As-Received,4.47,7.2,181.8,143.5,31.7,0.423,148.0,,0.0,M. Chen,HT-4,Fail,
B2022-00721,21-Sep-2022,Steel 4140,Supplier C,As-Received,17.47,31.2,811.4,695.6,17.1,0.363,154.8,,2.0,T. Nguyen,HT-4,Fail,
B2024-00914,02-Mar-2024,Titanium Ti-6Al-4V,Supplier_A,Quenched & Tempered,3.03,35.4,1090.0,893.0,7.5,0.381,,,2.0,J. Kim,UTM-3,Pass,
B2023-00338,09/02/2023,Stainless 304,SUPPLIER A ,As-Received,17.36,19.8,606.9,499.4,45.5,0.434,21.2,,0.0,,UTM-1,Pass,
B2024-00652,2024-04-30,Aluminum 6061,Supplier C,As-Received,3.61,15.0,306.8,,12.1,0.328,18.2,9452.0,2.0,M. Chen,HT-4,Pass,
B2023-00720,12-Jul-2023,Aluminum-6061,Supplier A,Quenched & Tempered,6.17,12.4,310.6,228.6,9.8,0.305,27.6,45531.0,0.0,M. Chen,HT-4,Pass,
B2023-01158,02/27/2023,Stainless 304,Supplier C,Quenched & Tempered,15.56,20.1,647.7,580.1,43.2,0.366,25.1,,1.0,J. Kim,UTM-1,Pass,
B2022-01110,16-Dec-2022,Steel 4140,Supplier B,As-Received,23.36,34.3,797.2,703.9,18.5,0.325,23.8,18064.0,1.0,M. Chen,UTM-3,Fail,
B2022-00248,2022-03-11, TitaniumTi6Al4V,SUPPLIER B ,Annealed,12.58,33.4HRC,685.3,568.3,16.7,0.327,17.3,818.0,4.0,M. Chen,HT-4,Fail,
B2022-00923,2022-11-29,Copper C110,Supplier A,Quenched & Tempered,1.65,7.4HRC,217.0,196.4,38.4,0.338,20.7,,0.0,,HT-4,Fail,
B2022-00125,28-Nov-2022,Aluminum 6061,Supplier A,Annealed,11.66,17.1,334.1,269.5,16.1,0.451,23.5,,2.0,M. Chen,UTM-3,Pass,
B2023-00826,2023-04-21,Copper C110,SUPPLIER A ,Annealed,7.16,10.1,242.2,200.3,31.8,0.402,19.8,14481.0,1.0,M. Chen,HT-4,Pass,
B2022-01260,2022-12-30,Titanium Ti-6Al-4V,Supplier C,Normalized,11.3,36.9 hrc,956.3,782.6,6.7,0.274,19.2,,1.0,J. Kim,UTM-1,Pass,
B2022-01226,18-May-2022,Steel-4140,Supplier C,Normalized,12.71,31.2 hrc,946.1,734.7,21.1,0.322,17.3,20912.0,1.0,J. Kim,UTM-1,Pass,
B2023-01176,09/12/2023,Aluminum 6061,Supplier D,As-Received,3.34,10.7 hrc,292.4,251.7,15.1,0.275,26.0,9262.0,2.0,J. Kim,UTM-2,Fail,
B2022-00100,07-Dec-2022,Aluminum 6061,Supplier B,As-Received,13.87,14.5 HRC,241.0,207.4,14.0,0.301,25.9,,2.0,T. Nguyen,UTM-1,Pass,
B2022-00098,24-Oct-2022,Stainless 304,Supplier A,Quenched & Tempered,2.85,21.6,662.1,561.5,45.1,0.418,27.5,,1.0,R. Patel,UTM-2,Pass,
B2022-00904,2022-07-19,Copper C110,Supplier B,As-Received,6.69,9.4,191.9,184.7,36.5,0.379,18.8,14349.0,,A. Silva,UTM-2,Pass,
B2023-00154,05/27/2023,Aluminum 6061,Supplier D,Normalized,10.91,13.5,318.5,272.3,16.0,0.265,23.9,,0.0,A. Silva,HT-4,Pass,
B2022-00650,06/02/2022,Titanium Ti-6Al-4V,Supplier B,As-Received,7.22,31.3,682.9,537.3,15.5,0.348,26.6,4378.0,3.0,J. Kim,UTM-1,Fail,
B2023-00108,11-Nov-2023,stainless 304, Supplier A,Normalized,11.4,22.4,637.0,,48.1,0.264,26.8,10915.0,2.0,M. Chen,UTM-2,Pass,
B2023-00773,11/01/2023,Stainless 304,Supplier C,Annealed,4.98,22.9,586.1,416.1,49.8,0.337,23.5,,3.0,M. Chen,HT-4,Pass,
B2022-00136,27-Dec-2022,Titanium Ti-6Al-4V,Supplier B,Normalized,11.76,36.5,824.5,684.8,12.7,0.404,28.0,,1.0,A. Silva,UTM-3,Fail,
B2022-00120,2022-09-02,Titanium Ti-6Al-4V,Supplier C,Normalized,5.74,34.8 hrc,924.3,683.6,12.1,0.316,19.9,,0.0,T. Nguyen,UTM-1,Pass,
B2023-00621,03/17/2023,Titanium Ti-6Al-4V,Supplier D,Quenched & Tempered,18.37,35.8,1024.7,762.6,14.2,0.242,22.2,,2.0,R. Patel,HT-4,Pass,
B2022-00566,29-Aug-2022,Copper C110,Supplier B,Annealed,8.46,9.4,170.7,138.0,36.8,0.281,18.8,,1.0,,UTM-3,Fail,
B2023-00478,2023-01-26,Stainless 304,SUPPLIER C ,Quenched & Tempered,9.47,23.8,694.1,527.6,46.4,0.362,22.1,,3.0,T. Nguyen,UTM-3,Pass,
B2022-00329,03/30/2022,Stainless 304,Supplier C,As-Received,5.7,22.8 hrc,591.4,506.8,46.2,0.363,24.3,,2.0,M. Chen,UTM-3,Fail,
B2023-00606,11/23/2023,Steel 4140,Supplier B,As-Received,21.37,27.3,707.1,574.5,19.5,0.49,,44602.0,0.0,R. Patel,UTM-1,Fail,
B2022-00405,2022-01-16,Titanium Ti-6Al-4V,Supplier A,Annealed,12.69,36.7,963.4,823.1,14.1,0.275,29.1,13451.0,0.0,T. Nguyen,HT-4,Fail,
B2023-00111,10/02/2023,Titanium Ti-6Al-4V,Supplier A,Quenched & Tempered,10.88,35.9,1074.0,814.3,9.4,0.346,26.0,44914.0,2.0,J. Kim,UTM-1,Pass,
B2022-00627,06/07/2022,Aluminum 6061,Supplier B,As-Received,5.93,14.1,249.5,209.1,11.9,0.253,20.5,46581.0,2.0,M. Chen,UTM-2,Pass,
B2023-00299,2023-04-01,Copper C110,Supplier C,Normalized,1.1,8.9,223.9,193.3,34.6,0.345,21.7,14089.0,1.0,J. Kim,UTM-3,Fail,
B2024-01293,2024-05-14,Stainless 304,Supplier D,Normalized,6.57,19.7,589.7,481.2,47.1,0.278,26.0,,2.0,T. Nguyen,UTM-3,Pass,Retest requested
B2022-00885,08/01/2022,Titanium-Ti-6Al-4V,Supplier B,Annealed,13.32,34.4,742.1,656.4,10.5,0.463,23.7,,3.0,A. Silva,HT-4,Fail,Slight misalignment during test
B2022-00146,04-Dec-2022,Aluminum 6061,Supplier C,As-Received,3.46,15.7,329.7,284.3,15.1,0.433,,,1.0,M. Chen,HT-4,Pass,
B2022-00173,2022-05-20,Titanium Ti-6Al-4V,Supplier D,Normalized,7.94,31.6,940.3,816.6,9.6,0.254,21.6,64489.0,1.0,R. Patel,UTM-2,Pass,
B2022-00341,2022-03-04,Steel 4140,Supplier C,Normalized,14.47,28.1,923.7,819.0,18.7,0.328,24.0,12333.0,2.0,T. Nguyen,UTM-3,Pass,
B2023-01211,2023-05-23,STAINLESS 304,Supplier D,Annealed,8.77,25.3,618.5,496.7,44.5,0.236,22.3,26184.0,2.0,T. Nguyen,UTM-2,Pass,
B2024-00701,07/23/2024,aluminum 6061,Supplier C,Annealed,12.25,15.4,305.3,263.4,16.3,0.367,26.4,45798.0,0.0,T. Nguyen,UTM-1,Pass,Slight misalignment during test
B2024-01124,20-Jun-2024,Titanium Ti-6Al-4V,Supplier C,As-Received,16.71,36.3,942.0,803.8,,0.325,19.7,,1.0,M. Chen,HT-4,Pass,
B2024-00204,02-Mar-2024,Aluminum-6061,Supplier A,As-Received,5.11,14.1,272.1,208.7,14.9,0.472,171.2,3474.0,0.0,R. Patel,UTM-1,Pass,
B2023-01340,09-Dec-2023,Copper C110,Supplier A,Annealed,3.82,7.9 HRC,194.2,163.1,35.4,0.177,21.7,8526.0,1.0,A. Silva,UTM-1,Pass,
B2023-01220,06/04/2023,Titanium Ti-6Al-4V,Supplier C,As-Received,13.29,30.4,876.6,711.3,14.1,0.314,19.0,13767.0,1.0,R. Patel,UTM-1,Pass,
B2024-00862,2024-07-30,Aluminum-6061,Supplier_A,Normalized,8.7,12.7,322.8,280.0,14.6,0.359,22.2,10035.0,1.0,T. Nguyen,UTM-1,Pass,
B2023-00413,2023-05-05, Stainless304,supplier d,Quenched & Tempered,5.7,21.9,680.4,568.7,46.7,0.275,22.0,,0.0,A. Silva,UTM-2,Fail,
B2024-00522,03/30/2024,Copper C110,Supplier C,Normalized,9.69,10.9,263.2,207.3,37.6,0.528,19.7,,1.0,A. Silva,UTM-2,Pass,"Cold room, verify temp log"
B2022-01244,31-Jan-2022,Titanium Ti-6Al-4V,Supplier B,Annealed,3.06,39.6,786.5,639.1,13.7,0.26,23.3,,3.0,A. Silva,UTM-1,Pass,Surface porosity observed
B2023-00273,24-Jun-2023,Copper C110,Supplier D,Annealed,6.55,8.4 HRC,223.3,190.3,34.4,0.362,25.9,,,M. Chen,UTM-1,Pass,
B2024-00594,2024-02-19,Copper C110,Supplier B,Normalized,4.7,10.7,190.9,172.2,35.6,0.284,18.4,,5.0,A. Silva,UTM-3,Pass,
B2024-00487,2024-08-03,Steel 4140,Supplier B,Normalized,13.37,31.2,807.1,685.2,19.5,0.428,20.3,6864.0,5.0,M. Chen,HT-4,Fail,
B2022-01101,02/16/2022,titanium ti-6al-4v,Supplier A,Normalized,19.88,32.9,933.5,731.7,14.9,0.361,18.3,,2.0,M. Chen,UTM-2,Pass,
B2022-00702,2022-10-18,Titanium Ti-6Al-4V,Supplier B,Quenched & Tempered,12.46,39.7,905.4,668.7,12.3,0.606,25.0,,2.0,A. Silva,UTM-1,Pass,Slight misalignment during test
B2024-01017,06/22/2024,Titanium Ti-6Al-4V,Supplier A,Annealed,18.26,33.6,872.7,745.4,11.5,0.257,31.1,16665.0,1.0,J. Kim,UTM-1,Pass,
B2024-01128,2024-07-14,steel 4140,Supplier D,As-Received,6.64,26.7,901.2,774.4,19.5,0.384,20.0,20872.0,1.0,A. Silva,UTM-2,Pass,
B2023-01016,03/31/2023,Aluminum 6061,SUPPLIER D ,Annealed,4.34,13.1,307.5,272.9,12.4,0.35,,,0.0,M. Chen,UTM-3,Pass,
